id,l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,y
259,2,6,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
260,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
261,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
262,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
263,2,5,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
264,2,6,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
265,2,4,2,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
266,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
267,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
268,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
269,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
270,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
271,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
272,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
273,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
274,2,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
275,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
276,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
277,1,5,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
278,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
279,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
280,1,6,2,2,2,2,2,0,0,2,1,2,2,2,0.0,0.0,2,2,2,2,0
281,2,5,2,2,2,2,2,4,4,2,2,2,2,2,0.0,0.0,2,2,2,2,1
282,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
283,2,5,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
284,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
285,1,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
286,1,4,0,0,0,0,0,2,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
287,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
288,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
289,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
290,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
291,1,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
292,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
293,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
294,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
295,2,6,-1,0,0,0,0,0,0,0,-2,0,0,0,0.0,0.0,0,0,0,0,0
296,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
297,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
298,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
299,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
300,1,6,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
301,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
302,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
303,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
304,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
305,2,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
306,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
307,2,5,0,2,2,2,2,0,0,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
308,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
309,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
310,1,6,0,3,3,3,3,2,0,3,0,3,3,3,0.0,0.0,3,3,3,3,0
311,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
312,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
313,1,6,-1,0,0,0,0,0,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
314,2,5,2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
315,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
316,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
317,1,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
318,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
319,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
320,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
321,1,5,0,-2,-2,-2,-2,-1,-1,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
322,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
323,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
324,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
325,1,5,3,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0,0,0,1
326,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
327,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
328,2,6,-2,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
329,2,5,0,2,2,2,2,2,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
330,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
331,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
332,2,6,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
333,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
334,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
335,1,6,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
336,1,5,-1,-1,-1,-1,-1,-2,-2,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
337,1,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
338,2,5,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
339,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
340,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
341,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
342,2,6,-1,-1,-1,-1,-1,-1,-2,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
343,1,6,2,0,0,0,0,2,2,0,2,0,0,0,0.0,0.0,0,0,0,0,0
344,2,5,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
345,1,6,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
346,2,5,0,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
347,2,4,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
348,2,6,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
349,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
350,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
351,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
352,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
353,1,5,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
354,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
355,2,5,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
356,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
357,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,1
358,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
359,1,6,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
360,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
361,1,6,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
362,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
363,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
364,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
365,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
366,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
367,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
368,1,6,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
369,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
370,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
371,2,4,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
372,2,5,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,0
373,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
374,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
375,1,6,-1,-1,-1,-1,-1,-1,-2,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
376,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
377,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
378,2,6,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
379,1,6,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
380,2,6,2,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0,0,0,1
381,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
382,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
383,2,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
384,1,5,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
385,2,4,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
386,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
387,2,6,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
388,2,5,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
389,2,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
390,2,4,0,0,0,0,0,-2,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
391,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
392,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
393,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
394,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
395,1,4,0,-1,-1,-1,-1,-1,-2,-1,2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
396,2,4,-1,2,2,2,2,-1,-1,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
397,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
398,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
399,1,4,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
400,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
401,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
402,2,5,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
403,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
404,2,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
405,2,6,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
406,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
407,1,6,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,1
408,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
409,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
410,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
411,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
412,1,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
413,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
414,2,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
415,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
416,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
417,2,4,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
418,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
419,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
420,2,5,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
421,2,4,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
422,2,4,0,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
423,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
424,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
425,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
426,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
427,2,5,-2,-1,-1,-1,-1,-1,2,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
428,1,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,0
429,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
430,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
431,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
432,1,6,0,0,0,0,0,2,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
433,2,6,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,1
434,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
435,1,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,0
436,1,4,7,5,5,5,5,4,3,5,1,5,5,5,0.0,0.0,5,5,5,5,1
437,1,4,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
438,2,5,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
439,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
440,1,5,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
441,1,6,0,-2,-2,-2,-2,-1,-1,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
442,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
443,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
444,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
445,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
446,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
447,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
448,2,4,-1,2,2,2,2,2,5,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
449,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
450,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
451,1,6,0,2,2,2,2,-1,2,2,0,2,2,2,0.0,0.0,2,2,2,2,0
452,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
453,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
454,2,5,-1,-1,-1,-1,-1,0,0,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
455,2,5,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
456,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
457,2,5,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
458,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
459,2,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
460,1,4,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
461,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
462,1,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,0
463,2,5,3,0,0,0,0,-1,3,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
464,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
465,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
466,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
467,1,6,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
468,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
469,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
470,1,5,0,2,2,2,2,3,2,2,0,2,2,2,0.0,0.0,2,2,2,2,0
471,2,5,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,0
472,2,4,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
473,2,6,0,-2,-2,-2,-2,-2,-1,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
474,2,4,2,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
475,2,4,0,-2,-2,-2,-2,-2,-1,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
476,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
477,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
478,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
479,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
480,2,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
481,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
482,1,6,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
483,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
484,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
485,2,6,-1,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
486,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
487,1,6,2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
488,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
489,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
490,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
491,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
492,1,6,2,2,2,2,2,0,0,2,1,2,2,2,0.0,0.0,2,2,2,2,1
493,1,5,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
494,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
495,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
496,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
497,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
498,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
499,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
500,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
501,1,5,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
502,1,6,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
503,2,5,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
504,2,4,-2,-1,-1,-1,-1,-1,-2,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
505,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
506,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
507,2,5,6,4,4,4,4,3,2,4,7,4,4,4,0.0,0.0,4,4,4,4,1
508,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
509,2,5,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
510,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
511,1,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
512,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
513,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
514,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
515,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
516,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
517,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
